year,quarter,month,day,toll,volume
2013,Q2,May,2013/5/8,122.9,33911
2013,Q2,May,2013/5/9,119.93,33398
2013,Q2,May,2013/5/10,126.78,34385
2013,Q2,May,2013/5/11,133.88,40317
2013,Q2,May,2013/5/12,125.13,37046
2013,Q2,May,2013/5/13,123.2,37638
2013,Q2,May,2013/5/14,122.12,34133
2013,Q2,May,2013/5/15,122.98,33740
2013,Q2,May,2013/5/16,122.28,34488
2013,Q2,May,2013/5/17,121.2,35502
2013,Q2,May,2013/5/18,129.08,37873
2013,Q2,May,2013/5/19,120.73,38232
2013,Q2,May,2013/5/20,122.52,37678
2013,Q2,May,2013/5/21,122.91,34428
2013,Q2,May,2013/5/22,131.12,38115
2013,Q2,May,2013/5/23,128.68,36606
2013,Q2,May,2013/5/24,127.44,35917
2013,Q2,May,2013/5/25,129.91,36950
2013,Q2,May,2013/5/26,116.42,34582
2013,Q2,May,2013/5/27,134.61,37634
2013,Q2,May,2013/5/28,122.96,35489
2013,Q2,May,2013/5/29,119.58,34782
2013,Q2,May,2013/5/30,120.27,34517
2013,Q2,May,2013/5/31,125.22,38617
2013,Q2,Jun,2013/6/1,129.27,40896
2013,Q2,Jun,2013/6/2,117.28,37464
2013,Q2,Jun,2013/6/3,121.51,37971
2013,Q2,Jun,2013/6/4,124.92,35438
2013,Q2,Jun,2013/6/5,127.98,36332
2013,Q2,Jun,2013/6/6,121.01,34359
2013,Q2,Jun,2013/6/7,127.94,35081
2013,Q2,Jun,2013/6/8,128.7,36345
2013,Q2,Jun,2013/6/9,126.1,36411
2013,Q2,Jun,2013/6/10,146.18,46480
2013,Q2,Jun,2013/6/11,141.52,45821
2013,Q2,Jun,2013/6/12,130.52,45554
2013,Q2,Jun,2013/6/13,123.53,43448
2013,Q2,Jun,2013/6/14,124.95,37085
2013,Q2,Jun,2013/6/15,137.56,39416
2013,Q2,Jun,2013/6/16,130.96,39270
2013,Q2,Jun,2013/6/17,126.33,39076
2013,Q2,Jun,2013/6/18,127.52,37491
2013,Q2,Jun,2013/6/19,130.91,38897
2013,Q2,Jun,2013/6/20,130.92,38796
2013,Q2,Jun,2013/6/21,134.65,39917
2013,Q2,Jun,2013/6/22,141.47,43559
2013,Q2,Jun,2013/6/23,140.02,42254
2013,Q2,Jun,2013/6/24,130.79,40358
2013,Q2,Jun,2013/6/25,126.16,36974
2013,Q2,Jun,2013/6/26,127.72,38021
2013,Q2,Jun,2013/6/27,130.61,37273
2013,Q2,Jun,2013/6/28,142.78,41615
2013,Q2,Jun,2013/6/29,157.84,49381
2013,Q2,Jun,2013/6/30,139.29,45601
2013,Q3,Jul,2013/7/1,135.85,40515
2013,Q3,Jul,2013/7/2,127.01,37615
2013,Q3,Jul,2013/7/3,133.25,39263
2013,Q3,Jul,2013/7/4,139.54,40298
2013,Q3,Jul,2013/7/5,149.01,42986
2013,Q3,Jul,2013/7/6,161.04,48450
2013,Q3,Jul,2013/7/7,157.18,46964
2013,Q3,Jul,2013/7/8,151.5,45469
2013,Q3,Jul,2013/7/9,148.48,42844
2013,Q3,Jul,2013/7/10,141.09,41311
2013,Q3,Jul,2013/7/11,150.67,42360
2013,Q3,Jul,2013/7/12,154.26,44740
2013,Q3,Jul,2013/7/13,175.39,53653
2013,Q3,Jul,2013/7/14,164.06,49935
2013,Q3,Jul,2013/7/15,159.23,47473
2013,Q3,Jul,2013/7/16,144.43,43574
2013,Q3,Jul,2013/7/17,145.92,42211
2013,Q3,Jul,2013/7/18,149.49,43155
2013,Q3,Jul,2013/7/19,148.17,44113
2013,Q3,Jul,2013/7/20,170.3,52406
2013,Q3,Jul,2013/7/21,155.68,48328
2013,Q3,Jul,2013/7/22,156.2,47396
2013,Q3,Jul,2013/7/23,140.46,41272
2013,Q3,Jul,2013/7/24,146.3,41814
2013,Q3,Jul,2013/7/25,146.53,42469
2013,Q3,Jul,2013/7/26,156.11,46334
2013,Q3,Jul,2013/7/27,187.06,58844
2013,Q3,Jul,2013/7/28,168.46,52339
2013,Q3,Jul,2013/7/29,163.87,48278
2013,Q3,Jul,2013/7/30,142.16,42143
2013,Q3,Jul,2013/7/31,145.44,42684
2013,Q3,Aug,2013/8/1,141.83,43164
2013,Q3,Aug,2013/8/2,168.24,47193
2013,Q3,Aug,2013/8/3,183.15,55772
2013,Q3,Aug,2013/8/4,167.1,52429
2013,Q3,Aug,2013/8/5,162.75,49753
2013,Q3,Aug,2013/8/6,152.44,44032
2013,Q3,Aug,2013/8/7,147.82,43248
2013,Q3,Aug,2013/8/8,150.5,43976
2013,Q3,Aug,2013/8/9,162.07,47439
2013,Q3,Aug,2013/8/10,195.08,57093
2013,Q3,Aug,2013/8/11,170.47,53332
2013,Q3,Aug,2013/8/12,164.98,48743
2013,Q3,Aug,2013/8/13,149.3,43916
2013,Q3,Aug,2013/8/14,155.4,47127
2013,Q3,Aug,2013/8/15,151.62,44760
2013,Q3,Aug,2013/8/16,155.03,45816
2013,Q3,Aug,2013/8/17,176.24,54779
2013,Q3,Aug,2013/8/18,173.07,53170
2013,Q3,Aug,2013/8/19,163.02,47537
2013,Q3,Aug,2013/8/20,149.67,42180
2013,Q3,Aug,2013/8/21,146.78,41963
2013,Q3,Aug,2013/8/22,156.27,43789
2013,Q3,Aug,2013/8/23,163.51,46458
2013,Q3,Aug,2013/8/24,172.68,52966
2013,Q3,Aug,2013/8/25,167.97,48209
2013,Q3,Aug,2013/8/26,162.44,48136
2013,Q3,Aug,2013/8/27,149.23,42268
2013,Q3,Aug,2013/8/28,155.69,44016
2013,Q3,Aug,2013/8/29,151.66,42861
2013,Q3,Aug,2013/8/30,150.89,44002
2013,Q3,Aug,2013/8/31,159.27,47325
2013,Q3,Sep,2013/9/1,142.18,41568
2013,Q3,Sep,2013/9/2,133.73,38246
2013,Q3,Sep,2013/9/3,133.95,35783
2013,Q3,Sep,2013/9/4,131.12,35684
2013,Q3,Sep,2013/9/5,130.04,33878
2013,Q3,Sep,2013/9/6,129.16,37104
2013,Q3,Sep,2013/9/7,149.26,41519
2013,Q3,Sep,2013/9/8,139.49,40062
2013,Q3,Sep,2013/9/9,136.7,40013
2013,Q3,Sep,2013/9/10,132.43,36665
2013,Q3,Sep,2013/9/11,138.4,36579
2013,Q3,Sep,2013/9/12,131.68,35472
2013,Q3,Sep,2013/9/13,137.93,39562
2013,Q3,Sep,2013/9/14,142.06,42240
2013,Q3,Sep,2013/9/15,141.95,40997
2013,Q3,Sep,2013/9/16,139.27,41221
2013,Q3,Sep,2013/9/17,142.67,39468
2013,Q3,Sep,2013/9/18,151.44,43629
2013,Q3,Sep,2013/9/19,162.75,51605
2013,Q3,Sep,2013/9/20,127.28,44756
2013,Q3,Sep,2013/9/21,140.44,45418
2013,Q3,Sep,2013/9/22,142.3,41391
2013,Q3,Sep,2013/9/23,143.03,40253
2013,Q3,Sep,2013/9/24,139.56,38035
2013,Q3,Sep,2013/9/25,138.43,38533
2013,Q3,Sep,2013/9/26,136.55,37479
2013,Q3,Sep,2013/9/27,191.09,44685
2013,Q3,Sep,2013/9/28,102.62,32834
2013,Q3,Sep,2013/9/29,154.92,42307
2013,Q3,Sep,2013/9/30,222.19,67697
2013,Q4,Oct,2013/10/1,80.56,59151
2013,Q4,Oct,2013/10/2,76.06,50953
2013,Q4,Oct,2013/10/3,71.57,43429
2013,Q4,Oct,2013/10/4,73.19,42430
2013,Q4,Oct,2013/10/5,81.04,47212
2013,Q4,Oct,2013/10/6,84.71,48018
2013,Q4,Oct,2013/10/7,90.3,41891
2013,Q4,Oct,2013/10/8,111.6,35648
2013,Q4,Oct,2013/10/9,141.99,38347
2013,Q4,Oct,2013/10/10,145.57,38841
2013,Q4,Oct,2013/10/11,145.32,39273
2013,Q4,Oct,2013/10/12,145.6,39904
2013,Q4,Oct,2013/10/13,149.46,41457
2013,Q4,Oct,2013/10/14,138.48,39900
2013,Q4,Oct,2013/10/15,138.26,36870
2013,Q4,Oct,2013/10/16,135.57,36540
2013,Q4,Oct,2013/10/17,141.32,36233
2013,Q4,Oct,2013/10/18,139.43,37569
2013,Q4,Oct,2013/10/19,152.54,42517
2013,Q4,Oct,2013/10/20,141.44,39612
2013,Q4,Oct,2013/10/21,144.91,40795
2013,Q4,Oct,2013/10/22,134.08,36539
2013,Q4,Oct,2013/10/23,139.19,37197
2013,Q4,Oct,2013/10/24,138.41,37960
2013,Q4,Oct,2013/10/25,151.81,40053
2013,Q4,Oct,2013/10/26,156.79,43567
2013,Q4,Oct,2013/10/27,140.45,39930
2013,Q4,Oct,2013/10/28,134.57,40545
2013,Q4,Oct,2013/10/29,142.15,38203
2013,Q4,Oct,2013/10/30,135.35,37135
2013,Q4,Oct,2013/10/31,140.03,38603
2013,Q4,Nov,2013/11/1,136.22,37297
2013,Q4,Nov,2013/11/2,147.86,39678
2013,Q4,Nov,2013/11/3,135.47,37476
2013,Q4,Nov,2013/11/4,129.55,37907
2013,Q4,Nov,2013/11/5,136.29,36570
2013,Q4,Nov,2013/11/6,136.44,37307
2013,Q4,Nov,2013/11/7,140.66,38164
2013,Q4,Nov,2013/11/8,143.15,40618
2013,Q4,Nov,2013/11/9,158.07,43372
2013,Q4,Nov,2013/11/10,144.81,41988
2013,Q4,Nov,2013/11/11,134.31,39848
2013,Q4,Nov,2013/11/12,136.45,37756
2013,Q4,Nov,2013/11/13,141.82,38291
2013,Q4,Nov,2013/11/14,192.07,43160
2013,Q4,Nov,2013/11/15,96.19,34129
2013,Q4,Nov,2013/11/16,153.95,43127
2013,Q4,Nov,2013/11/17,135.82,39864
2013,Q4,Nov,2013/11/18,144.97,41248
2013,Q4,Nov,2013/11/19,137.05,37206
2013,Q4,Nov,2013/11/20,146.16,40371
2013,Q4,Nov,2013/11/21,147.61,41148
2013,Q4,Nov,2013/11/22,149.94,39955
2013,Q4,Nov,2013/11/23,150.43,41441
2013,Q4,Nov,2013/11/24,141.11,39475
2013,Q4,Nov,2013/11/25,138.78,42319
2013,Q4,Nov,2013/11/26,143.17,39062
2013,Q4,Nov,2013/11/27,142,38443
2013,Q4,Nov,2013/11/28,142.74,38464
2013,Q4,Nov,2013/11/29,147.36,41139
2013,Q4,Nov,2013/11/30,159.05,45436
2013,Q4,Dec,2013/12/1,144.84,42793
2013,Q4,Dec,2013/12/2,134.77,41677
2013,Q4,Dec,2013/12/3,141.55,39125
2013,Q4,Dec,2013/12/4,145.02,38911
2013,Q4,Dec,2013/12/5,141.94,39057
2013,Q4,Dec,2013/12/6,144.9,40557
2013,Q4,Dec,2013/12/7,143.29,43924
2013,Q4,Dec,2013/12/8,157.26,41961
2013,Q4,Dec,2013/12/9,137.97,38488
2013,Q4,Dec,2013/12/10,148.55,39671
2013,Q4,Dec,2013/12/11,138.19,37473
2013,Q4,Dec,2013/12/12,200.18,45334
2013,Q4,Dec,2013/12/13,94.6,32761
2013,Q4,Dec,2013/12/14,151.46,43580
2013,Q4,Dec,2013/12/15,138.72,39685
2013,Q4,Dec,2013/12/16,138.71,38859
2013,Q4,Dec,2013/12/17,138.74,36412
2013,Q4,Dec,2013/12/18,138.65,37572
2013,Q4,Dec,2013/12/19,142.7,38570
2013,Q4,Dec,2013/12/20,151.35,42692
2013,Q4,Dec,2013/12/21,152.46,46807
2013,Q4,Dec,2013/12/22,190.12,51841
2013,Q4,Dec,2013/12/23,94.07,34818
2013,Q4,Dec,2013/12/24,148.35,39756
2013,Q4,Dec,2013/12/25,147.89,41201
2013,Q4,Dec,2013/12/26,146.72,40429
2013,Q4,Dec,2013/12/27,142.71,39111
2013,Q4,Dec,2013/12/28,157.26,45803
2013,Q4,Dec,2013/12/29,145.98,43399
2013,Q4,Dec,2013/12/30,139.18,42406
2013,Q4,Dec,2013/12/31,150.88,46651
2014,Q1,Jan,2014/1/1,143.51,43040
2014,Q1,Jan,2014/1/2,131.74,42845
2014,Q1,Jan,2014/1/3,138.62,40506
2014,Q1,Jan,2014/1/4,152.83,43646
2014,Q1,Jan,2014/1/5,154.16,42287
2014,Q1,Jan,2014/1/6,139.82,41380
2014,Q1,Jan,2014/1/7,144.84,40599
2014,Q1,Jan,2014/1/8,156.49,42461
2014,Q1,Jan,2014/1/9,148.94,41321
2014,Q1,Jan,2014/1/10,164.16,44777
2014,Q1,Jan,2014/1/11,152.4,46754
2014,Q1,Jan,2014/1/12,161.75,43157
2014,Q1,Jan,2014/1/13,157.37,43245
2014,Q1,Jan,2014/1/14,158.61,44030
2014,Q1,Jan,2014/1/15,168.21,45028
2014,Q1,Jan,2014/1/16,169.59,46859
2014,Q1,Jan,2014/1/17,183.06,47986
2014,Q1,Jan,2014/1/18,178.88,49117
2014,Q1,Jan,2014/1/19,187.49,54732
2014,Q1,Jan,2014/1/20,177.44,52062
2014,Q1,Jan,2014/1/21,186.76,54597
2014,Q1,Jan,2014/1/22,197.08,58168
2014,Q1,Jan,2014/1/23,195.78,58882
2014,Q1,Jan,2014/1/24,193.32,57923
2014,Q1,Jan,2014/1/25,206.82,65417
2014,Q1,Jan,2014/1/26,214.01,66767
2014,Q1,Jan,2014/1/27,193.95,63148
2014,Q1,Jan,2014/1/28,182.51,66857
2014,Q1,Jan,2014/1/29,163.16,63846
2014,Q1,Jan,2014/1/30,126.89,46037
2014,Q1,Jan,2014/1/31,36.23,46332
2014,Q1,Feb,2014/2/1,20.44,48379
2014,Q1,Feb,2014/2/2,28.64,48814
2014,Q1,Feb,2014/2/3,33.24,46915
2014,Q1,Feb,2014/2/4,39.45,53951
2014,Q1,Feb,2014/2/5,46.63,60131
2014,Q1,Feb,2014/2/6,57.72,58591
2014,Q1,Feb,2014/2/7,114.78,51920
2014,Q1,Feb,2014/2/8,181.75,57631
2014,Q1,Feb,2014/2/9,167.26,53448
2014,Q1,Feb,2014/2/10,188.92,55457
2014,Q1,Feb,2014/2/11,161.18,48415
2014,Q1,Feb,2014/2/12,163.69,46431
2014,Q1,Feb,2014/2/13,152.54,46831
2014,Q1,Feb,2014/2/14,147.63,44570
2014,Q1,Feb,2014/2/15,175.59,52279
2014,Q1,Feb,2014/2/16,165.51,46948
2014,Q1,Feb,2014/2/17,178.61,50658
2014,Q1,Feb,2014/2/18,171.34,44347
2014,Q1,Feb,2014/2/19,150.22,40860
2014,Q1,Feb,2014/2/20,167.01,44335
2014,Q1,Feb,2014/2/21,164.48,43902
2014,Q1,Feb,2014/2/22,171.33,44621
2014,Q1,Feb,2014/2/23,156.89,41652
2014,Q1,Feb,2014/2/24,151.66,41486
2014,Q1,Feb,2014/2/25,157.55,41798
2014,Q1,Feb,2014/2/26,160.87,41804
2014,Q1,Feb,2014/2/27,156.64,38944
2014,Q1,Feb,2014/2/28,153.13,40946
2014,Q1,Mar,2014/3/1,159.29,41482
2014,Q1,Mar,2014/3/2,144.45,37682
2014,Q1,Mar,2014/3/3,147.31,39678
2014,Q1,Mar,2014/3/4,141.97,37993
2014,Q1,Mar,2014/3/5,148.94,39024
2014,Q1,Mar,2014/3/6,157.12,40068
2014,Q1,Mar,2014/3/7,152,41057
2014,Q1,Mar,2014/3/8,159.19,44911
2014,Q1,Mar,2014/3/9,145.75,42774
2014,Q1,Mar,2014/3/10,151.68,43451
2014,Q1,Mar,2014/3/11,148.27,39955
2014,Q1,Mar,2014/3/12,149.6,41653
2014,Q1,Mar,2014/3/13,148.88,41479
2014,Q1,Mar,2014/3/14,153.88,40985
2014,Q1,Mar,2014/3/15,157.72,43820
2014,Q1,Mar,2014/3/16,154.21,43676
2014,Q1,Mar,2014/3/17,145.34,44349
2014,Q1,Mar,2014/3/18,151.43,41419
2014,Q1,Mar,2014/3/19,149.47,41238
2014,Q1,Mar,2014/3/20,143.23,38022
2014,Q1,Mar,2014/3/21,143.31,38662
2014,Q1,Mar,2014/3/22,154.63,43222
2014,Q1,Mar,2014/3/23,143.56,42066
2014,Q1,Mar,2014/3/24,139.59,41093
2014,Q1,Mar,2014/3/25,138.6,38809
2014,Q1,Mar,2014/3/26,154.53,41640
2014,Q1,Mar,2014/3/27,136.24,39184
2014,Q1,Mar,2014/3/28,148.88,37099
2014,Q1,Mar,2014/3/29,148.01,42043
2014,Q1,Mar,2014/3/30,148.97,40086
2014,Q1,Mar,2014/3/31,137.36,37165
2014,Q2,Apr,2014/4/1,129.93,32961
2014,Q2,Apr,2014/4/2,132.94,35410
2014,Q2,Apr,2014/4/3,147.03,39728
2014,Q2,Apr,2014/4/4,156.04,44564
2014,Q2,Apr,2014/4/5,126.6,50781
2014,Q2,Apr,2014/4/6,74.26,36605
2014,Q2,Apr,2014/4/7,86.86,44026
2014,Q2,Apr,2014/4/8,114.17,41339
2014,Q2,Apr,2014/4/9,137.47,38550
2014,Q2,Apr,2014/4/10,143.69,40826
2014,Q2,Apr,2014/4/11,144.92,41039
2014,Q2,Apr,2014/4/12,156.19,45079
2014,Q2,Apr,2014/4/13,142.22,42781
2014,Q2,Apr,2014/4/14,138.63,42368
2014,Q2,Apr,2014/4/15,145.94,40762
2014,Q2,Apr,2014/4/16,147.03,42444
2014,Q2,Apr,2014/4/17,149.56,41466
2014,Q2,Apr,2014/4/18,148.66,42413
2014,Q2,Apr,2014/4/19,154.92,46468
2014,Q2,Apr,2014/4/20,140.49,44687
2014,Q2,Apr,2014/4/21,147.4,43184
2014,Q2,Apr,2014/4/22,139.42,40143
2014,Q2,Apr,2014/4/23,147.56,40527
2014,Q2,Apr,2014/4/24,142.11,41061
2014,Q2,Apr,2014/4/25,150.35,41353
2014,Q2,Apr,2014/4/26,153.96,42802
2014,Q2,Apr,2014/4/27,148.57,41061
2014,Q2,Apr,2014/4/28,108.77,40501
2014,Q2,Apr,2014/4/29,70.29,49982
2014,Q2,Apr,2014/4/30,100.29,55262
2014,Q2,May,2014/5/1,110.57,62632
2014,Q2,May,2014/5/2,74.48,36829
2014,Q2,May,2014/5/3,74.89,36773
2014,Q2,May,2014/5/4,107.74,35394
2014,Q2,May,2014/5/5,134.12,38702
2014,Q2,May,2014/5/6,142.79,41005
2014,Q2,May,2014/5/7,144.51,41121
2014,Q2,May,2014/5/8,143.41,40905
2014,Q2,May,2014/5/9,146.21,39686
2014,Q2,May,2014/5/10,129.25,41808
2014,Q2,May,2014/5/11,140.02,40772
2014,Q2,May,2014/5/12,139.96,42437
2014,Q2,May,2014/5/13,142.29,40957
2014,Q2,May,2014/5/14,145.29,41503
2014,Q2,May,2014/5/15,144.92,40840
2014,Q2,May,2014/5/16,140.57,41104
2014,Q2,May,2014/5/17,153.84,44492
2014,Q2,May,2014/5/18,152.36,47531
2014,Q2,May,2014/5/19,142.47,45114
2014,Q2,May,2014/5/20,141.6,42064
2014,Q2,May,2014/5/21,142.57,39611
2014,Q2,May,2014/5/22,144.05,38110
2014,Q2,May,2014/5/23,148.75,40295
2014,Q2,May,2014/5/24,144.81,40938
2014,Q2,May,2014/5/25,141.31,38668
2014,Q2,May,2014/5/26,134.07,38747
2014,Q2,May,2014/5/27,137.41,38141
2014,Q2,May,2014/5/28,138.28,38968
2014,Q2,May,2014/5/29,143.5,39214
2014,Q2,May,2014/5/30,153.06,44654
2014,Q2,May,2014/5/31,181.35,52619
2014,Q3,Jun,2014/6/1,157.82,49963
2014,Q3,Jun,2014/6/2,139.69,48184
2014,Q3,Jun,2014/6/3,124.44,42719
2014,Q3,Jun,2014/6/4,125.43,39064
2014,Q3,Jun,2014/6/5,134.95,40140
2014,Q3,Jun,2014/6/6,144.98,40365
2014,Q3,Jun,2014/6/7,148.07,40481
2014,Q3,Jun,2014/6/8,143.64,40318
2014,Q3,Jun,2014/6/9,131.14,39432
2014,Q3,Jun,2014/6/10,134.42,36337
2014,Q3,Jun,2014/6/11,138.18,38423
2014,Q3,Jun,2014/6/12,144.62,39670
2014,Q3,Jun,2014/6/13,141.06,37870
2014,Q3,Jun,2014/6/14,141.97,38429
2014,Q3,Jun,2014/6/15,135.41,36897
2014,Q3,Jun,2014/6/16,137.19,39156
2014,Q3,Jun,2014/6/17,136.71,37613
2014,Q3,Jun,2014/6/18,144.57,41292
2014,Q3,Jun,2014/6/19,142.95,40326
2014,Q3,Jun,2014/6/20,138.41,37969
2014,Q3,Jun,2014/6/21,134.3,38010
2014,Q3,Jun,2014/6/22,135.93,38131
2014,Q3,Jun,2014/6/23,131.47,39495
2014,Q3,Jun,2014/6/24,135.08,40371
2014,Q3,Jun,2014/6/25,138.04,39769
2014,Q3,Jun,2014/6/26,139.21,37159
2014,Q3,Jun,2014/6/27,141.18,41656
2014,Q3,Jun,2014/6/28,124.85,45774
2014,Q3,Jun,2014/6/29,141.56,41786
2014,Q3,Jun,2014/6/30,133.59,40578
2014,Q3,Jul,2014/7/1,133.79,37802
2014,Q3,Jul,2014/7/2,136.47,39909
2014,Q3,Jul,2014/7/3,136.94,38087
2014,Q3,Jul,2014/7/4,139.23,40356
2014,Q3,Jul,2014/7/5,162.66,46282
2014,Q3,Jul,2014/7/6,150.8,44921
2014,Q3,Jul,2014/7/7,147.94,45490
2014,Q3,Jul,2014/7/8,146.39,41655
2014,Q3,Jul,2014/7/9,140.86,42783
2014,Q3,Jul,2014/7/10,147.17,43275
2014,Q3,Jul,2014/7/11,142.48,44306
2014,Q3,Jul,2014/7/12,157.54,49979
2014,Q3,Jul,2014/7/13,157.13,48165
2014,Q3,Jul,2014/7/14,142.02,44811
2014,Q3,Jul,2014/7/15,137.34,41779
2014,Q3,Jul,2014/7/16,138.84,42402
2014,Q3,Jul,2014/7/17,142.64,44292
2014,Q3,Jul,2014/7/18,148.97,45679
2014,Q3,Jul,2014/7/19,164.91,50910
2014,Q3,Jul,2014/7/20,138.1,49577
2014,Q3,Jul,2014/7/21,148.59,46375
2014,Q3,Jul,2014/7/22,139.18,42558
2014,Q3,Jul,2014/7/23,138.03,42885
2014,Q3,Jul,2014/7/24,148.87,42977
2014,Q3,Jul,2014/7/25,153.57,46492
2014,Q3,Jul,2014/7/26,181.32,54969
2014,Q3,Jul,2014/7/27,160.53,52579
2014,Q3,Jul,2014/7/28,156.71,50404
2014,Q3,Jul,2014/7/29,147.1,43456
2014,Q3,Jul,2014/7/30,147.2,44474
2014,Q3,Jul,2014/7/31,154.71,45617
2014,Q3,Aug,2014/8/1,152.12,48895
2014,Q3,Aug,2014/8/2,199.76,58527
2014,Q3,Aug,2014/8/3,169.8,57824
2014,Q3,Aug,2014/8/4,182.72,55425
2014,Q3,Aug,2014/8/5,157.42,45767
2014,Q3,Aug,2014/8/6,156.98,46487
2014,Q3,Aug,2014/8/7,157.78,46675
2014,Q3,Aug,2014/8/8,163.64,50584
2014,Q3,Aug,2014/8/9,203.09,61667
2014,Q3,Aug,2014/8/10,172.97,56388
2014,Q3,Aug,2014/8/11,164.7,51265
2014,Q3,Aug,2014/8/12,139.18,41646
2014,Q3,Aug,2014/8/13,116.01,45571
2014,Q3,Aug,2014/8/14,153.9,45199
2014,Q3,Aug,2014/8/15,163.82,47588
2014,Q3,Aug,2014/8/16,176.27,53160
2014,Q3,Aug,2014/8/17,166.75,51088
2014,Q3,Aug,2014/8/18,155.61,46409
2014,Q3,Aug,2014/8/19,145.57,42958
2014,Q3,Aug,2014/8/20,151.62,44960
2014,Q3,Aug,2014/8/21,159.79,46072
2014,Q3,Aug,2014/8/22,163.95,47435
2014,Q3,Aug,2014/8/23,173.76,49703
2014,Q3,Aug,2014/8/24,159.97,49193
2014,Q3,Aug,2014/8/25,160.99,48147
2014,Q3,Aug,2014/8/26,151.43,44233
2014,Q3,Aug,2014/8/27,139.46,42474
2014,Q3,Aug,2014/8/28,138.96,41636
2014,Q3,Aug,2014/8/29,149.18,45429
2014,Q3,Aug,2014/8/30,155.96,48340
2014,Q3,Aug,2014/8/31,144.59,44324
2014,Q3,Sep,2014/9/1,133.36,41875
2014,Q3,Sep,2014/9/2,132.64,38892
2014,Q3,Sep,2014/9/3,136.32,40132
2014,Q3,Sep,2014/9/4,136.1,38482
2014,Q3,Sep,2014/9/5,137.9,42813
2014,Q3,Sep,2014/9/6,159.59,53264
2014,Q3,Sep,2014/9/7,159.59,49114
2014,Q3,Sep,2014/9/8,131.16,47723
2014,Q3,Sep,2014/9/9,138.3,45362
2014,Q3,Sep,2014/9/10,132.92,40195
2014,Q3,Sep,2014/9/11,137,40793
2014,Q3,Sep,2014/9/12,139.91,42577
2014,Q3,Sep,2014/9/13,144.61,43394
2014,Q3,Sep,2014/9/14,132.22,40022
2014,Q3,Sep,2014/9/15,134.75,39751
2014,Q3,Sep,2014/9/16,130.08,37557
2014,Q3,Sep,2014/9/17,125.56,36928
2014,Q3,Sep,2014/9/18,119.1,34776
2014,Q3,Sep,2014/9/19,121.88,39586
2014,Q3,Sep,2014/9/20,138.49,42300
2014,Q3,Sep,2014/9/21,127.46,40118
2014,Q3,Sep,2014/9/22,133.35,41297
2014,Q3,Sep,2014/9/23,133.66,39135
2014,Q3,Sep,2014/9/24,137.98,38718
2014,Q3,Sep,2014/9/25,134.9,38841
2014,Q3,Sep,2014/9/26,141.06,41210
2014,Q3,Sep,2014/9/27,140.34,37763
2014,Q3,Sep,2014/9/28,147.83,40527
2014,Q3,Sep,2014/9/29,142.11,42018
2014,Q3,Sep,2014/9/30,160.19,50547
