year,quarter,month,day,toll,volume
2007,Q2,Apr,2007/4/1,51.85,15543
2007,Q2,Apr,2007/4/2,45.91,13617
2007,Q2,Apr,2007/4/3,45.17,13871
2007,Q2,Apr,2007/4/4,49.47,14144
2007,Q2,Apr,2007/4/5,48.14,15784
2007,Q2,Apr,2007/4/6,49.15,14828
2007,Q2,Apr,2007/4/7,52.95,15210
2007,Q2,Apr,2007/4/8,47.58,14346
2007,Q2,Apr,2007/4/9,48.94,13943
2007,Q2,Apr,2007/4/10,44.41,13709
2007,Q2,Apr,2007/4/11,48.12,14776
2007,Q2,Apr,2007/4/12,51.9,15422
2007,Q2,Apr,2007/4/13,48.12,15282
2007,Q2,Apr,2007/4/14,54.95,16319
2007,Q2,Apr,2007/4/15,49.13,14804
2007,Q2,Apr,2007/4/16,48.64,14946
2007,Q2,Apr,2007/4/17,47.58,14414
2007,Q2,Apr,2007/4/18,49.45,15178
2007,Q2,Apr,2007/4/19,49.8,14914
2007,Q2,Apr,2007/4/20,51.36,15189
2007,Q2,Apr,2007/4/21,54.59,15805
2007,Q2,Apr,2007/4/22,48.26,13663
2007,Q2,Apr,2007/4/23,47.48,14292
2007,Q2,Apr,2007/4/24,45.21,13435
2007,Q2,Apr,2007/4/25,48.36,13765
2007,Q2,Apr,2007/4/26,46.79,14098
2007,Q2,Apr,2007/4/27,48.9,14556
2007,Q2,Apr,2007/4/28,50.78,14811
2007,Q2,Apr,2007/4/29,50.52,14616
2007,Q2,Apr,2007/4/30,55.78,17538
2007,Q2,May,2007/5/1,83.87,25985
2007,Q2,May,2007/5/2,66.77,20274
2007,Q2,May,2007/5/3,60.46,18783
2007,Q2,May,2007/5/4,55.58,17298
2007,Q2,May,2007/5/5,57.03,18060
2007,Q2,May,2007/5/6,57.82,18197
2007,Q2,May,2007/5/7,56.46,17776
2007,Q2,May,2007/5/8,47.54,14516
2007,Q2,May,2007/5/9,45.36,14291
2007,Q2,May,2007/5/10,45.27,14502
2007,Q2,May,2007/5/11,45.73,14511
2007,Q2,May,2007/5/12,49.46,14465
2007,Q2,May,2007/5/13,49.28,14384
2007,Q2,May,2007/5/14,47.55,14608
2007,Q2,May,2007/5/15,47.68,14614
2007,Q2,May,2007/5/16,48.09,14343
2007,Q2,May,2007/5/17,50.27,15095
2007,Q2,May,2007/5/18,49.9,15225
2007,Q2,May,2007/5/19,53.89,16160
2007,Q2,May,2007/5/20,47.79,14537
2007,Q2,May,2007/5/21,46.44,14866
2007,Q2,May,2007/5/22,46.58,14589
2007,Q2,May,2007/5/23,47.98,14518
2007,Q2,May,2007/5/24,45.3,14272
2007,Q2,May,2007/5/25,49.68,14765
2007,Q2,May,2007/5/26,53.33,16020
2007,Q2,May,2007/5/27,50.77,15244
2007,Q2,May,2007/5/28,48.93,14757
2007,Q2,May,2007/5/29,48.44,14724
2007,Q2,May,2007/5/30,50.98,14848
2007,Q2,May,2007/5/31,53.23,15873
2007,Q2,Jun,2007/6/1,49.91,14367
2007,Q2,Jun,2007/6/2,56.72,14207
2007,Q2,Jun,2007/6/3,57.1,13663
2007,Q2,Jun,2007/6/4,54.97,13453
2007,Q2,Jun,2007/6/5,60.18,14658
2007,Q2,Jun,2007/6/6,58.64,13822
2007,Q2,Jun,2007/6/7,61.01,13495
2007,Q2,Jun,2007/6/8,59.13,13698
2007,Q2,Jun,2007/6/9,62.84,14017
2007,Q2,Jun,2007/6/10,59.41,12864
2007,Q2,Jun,2007/6/11,58.98,13766
2007,Q2,Jun,2007/6/12,58.12,12893
2007,Q2,Jun,2007/6/13,60.58,13550
2007,Q2,Jun,2007/6/14,64,15062
2007,Q2,Jun,2007/6/15,67.72,15248
2007,Q2,Jun,2007/6/16,66.98,15497
2007,Q2,Jun,2007/6/17,67.02,14506
2007,Q2,Jun,2007/6/18,60.67,14427
2007,Q2,Jun,2007/6/19,62.63,15437
2007,Q2,Jun,2007/6/20,59.26,14416
2007,Q2,Jun,2007/6/21,61.07,14166
2007,Q2,Jun,2007/6/22,61.51,14541
2007,Q2,Jun,2007/6/23,66.84,14847
2007,Q2,Jun,2007/6/24,61.91,14378
2007,Q2,Jun,2007/6/25,67.44,15165
2007,Q2,Jun,2007/6/26,61.78,14784
2007,Q2,Jun,2007/6/27,63.25,16235
2007,Q2,Jun,2007/6/28,62.31,14808
2007,Q2,Jun,2007/6/29,65.39,14801
2007,Q2,Jun,2007/6/30,65.47,15382
2007,Q3,Jul,2007/7/1,63.96,15100
2007,Q3,Jul,2007/7/2,59.77,14814
2007,Q3,Jul,2007/7/3,64.1,15461
2007,Q3,Jul,2007/7/4,63.71,15381
2007,Q3,Jul,2007/7/5,65.03,16018
2007,Q3,Jul,2007/7/6,67.22,16983
2007,Q3,Jul,2007/7/7,71.89,17162
2007,Q3,Jul,2007/7/8,67.6,16851
2007,Q3,Jul,2007/7/9,64.58,15729
2007,Q3,Jul,2007/7/10,65.53,15875
2007,Q3,Jul,2007/7/11,66.11,15410
2007,Q3,Jul,2007/7/12,63.37,15762
2007,Q3,Jul,2007/7/13,63.07,15277
2007,Q3,Jul,2007/7/14,70.82,16775
2007,Q3,Jul,2007/7/15,66.8,15469
2007,Q3,Jul,2007/7/16,63.78,15953
2007,Q3,Jul,2007/7/17,59.01,14092
2007,Q3,Jul,2007/7/18,56.26,13466
2007,Q3,Jul,2007/7/19,60.38,14053
2007,Q3,Jul,2007/7/20,59.41,14453
2007,Q3,Jul,2007/7/21,62.55,15167
2007,Q3,Jul,2007/7/22,60.34,14203
2007,Q3,Jul,2007/7/23,56.71,14821
2007,Q3,Jul,2007/7/24,58.82,14652
2007,Q3,Jul,2007/7/25,61.69,15317
2007,Q3,Jul,2007/7/26,59.97,15499
2007,Q3,Jul,2007/7/27,60.91,15359
2007,Q3,Jul,2007/7/28,64.23,16050
2007,Q3,Jul,2007/7/29,59.44,14784
2007,Q3,Jul,2007/7/30,57.62,15187
2007,Q3,Jul,2007/7/31,59.55,15579
2007,Q3,Aug,2007/8/1,58.79,15694
2007,Q3,Aug,2007/8/2,58.49,15428
2007,Q3,Aug,2007/8/3,65.68,16218
2007,Q3,Aug,2007/8/4,64.58,16573
2007,Q3,Aug,2007/8/5,62.01,15450
2007,Q3,Aug,2007/8/6,60.39,15732
2007,Q3,Aug,2007/8/7,62,15811
2007,Q3,Aug,2007/8/8,61.7,15789
2007,Q3,Aug,2007/8/9,64.32,16331
2007,Q3,Aug,2007/8/10,63.89,16320
2007,Q3,Aug,2007/8/11,68.08,17254
2007,Q3,Aug,2007/8/12,62.13,15307
2007,Q3,Aug,2007/8/13,61.84,15692
2007,Q3,Aug,2007/8/14,62.17,15167
2007,Q3,Aug,2007/8/15,63.42,15891
2007,Q3,Aug,2007/8/16,62.15,15902
2007,Q3,Aug,2007/8/17,66.77,16157
2007,Q3,Aug,2007/8/18,71.11,17577
2007,Q3,Aug,2007/8/19,64.9,16660
2007,Q3,Aug,2007/8/20,66.35,16675
2007,Q3,Aug,2007/8/21,62.1,15146
2007,Q3,Aug,2007/8/22,62.81,15516
2007,Q3,Aug,2007/8/23,65.15,15721
2007,Q3,Aug,2007/8/24,61.57,15540
2007,Q3,Aug,2007/8/25,73.23,17783
2007,Q3,Aug,2007/8/26,69,16752
2007,Q3,Aug,2007/8/27,63.7,16294
2007,Q3,Aug,2007/8/28,63.6,16190
2007,Q3,Aug,2007/8/29,65.02,16235
2007,Q3,Aug,2007/8/30,63.92,16378
2007,Q3,Aug,2007/8/31,63.54,17602
2007,Q3,Sep,2007/9/1,65.44,16178
2007,Q3,Sep,2007/9/2,62.04,14264
2007,Q3,Sep,2007/9/3,59.15,14875
2007,Q3,Sep,2007/9/4,60.19,14673
2007,Q3,Sep,2007/9/5,60.84,15162
2007,Q3,Sep,2007/9/6,61.93,15201
2007,Q3,Sep,2007/9/7,61.4,15075
2007,Q3,Sep,2007/9/8,66.33,15183
2007,Q3,Sep,2007/9/9,62.65,13693
2007,Q3,Sep,2007/9/10,60.62,14825
2007,Q3,Sep,2007/9/11,56,14472
2007,Q3,Sep,2007/9/12,67.97,15906
2007,Q3,Sep,2007/9/13,62.97,14667
2007,Q3,Sep,2007/9/14,61.48,14847
2007,Q3,Sep,2007/9/15,71.31,16791
2007,Q3,Sep,2007/9/16,62.05,15540
2007,Q3,Sep,2007/9/17,60.94,14702
2007,Q3,Sep,2007/9/18,58.35,14475
2007,Q3,Sep,2007/9/19,63.55,15636
2007,Q3,Sep,2007/9/20,65.17,16145
2007,Q3,Sep,2007/9/21,65.3,16213
2007,Q3,Sep,2007/9/22,63.88,16126
2007,Q3,Sep,2007/9/23,63.9,15588
2007,Q3,Sep,2007/9/24,68.05,15885
2007,Q3,Sep,2007/9/25,60.9,15220
2007,Q3,Sep,2007/9/26,60.88,15652
2007,Q3,Sep,2007/9/27,64.89,16277
2007,Q3,Sep,2007/9/28,63.56,16606
2007,Q3,Sep,2007/9/29,68,17156
2007,Q3,Sep,2007/9/30,70.77,19898
2007,Q4,Oct,2007/10/1,94.89,28132
2007,Q4,Oct,2007/10/2,74.67,21242
2007,Q4,Oct,2007/10/3,74.24,21366
2007,Q4,Oct,2007/10/4,70.54,20105
2007,Q4,Oct,2007/10/5,69.34,19719
2007,Q4,Oct,2007/10/6,70.41,19666
2007,Q4,Oct,2007/10/7,71.87,19071
2007,Q4,Oct,2007/10/8,59.87,16185
2007,Q4,Oct,2007/10/9,59.24,15328
2007,Q4,Oct,2007/10/10,60.25,14890
2007,Q4,Oct,2007/10/11,62.46,15028
2007,Q4,Oct,2007/10/12,64.74,14767
2007,Q4,Oct,2007/10/13,65.21,14696
2007,Q4,Oct,2007/10/14,62.85,13872
2007,Q4,Oct,2007/10/15,62.53,14468
2007,Q4,Oct,2007/10/16,61.42,14349
2007,Q4,Oct,2007/10/17,57.75,14970
2007,Q4,Oct,2007/10/18,60.21,14544
2007,Q4,Oct,2007/10/19,67.79,15222
2007,Q4,Oct,2007/10/20,65.34,15655
2007,Q4,Oct,2007/10/21,64.65,14777
2007,Q4,Oct,2007/10/22,60.95,15004
2007,Q4,Oct,2007/10/23,61.94,15075
2007,Q4,Oct,2007/10/24,62.36,14746
2007,Q4,Oct,2007/10/25,61.97,15047
2007,Q4,Oct,2007/10/26,65.29,16170
2007,Q4,Oct,2007/10/27,69.52,16614
2007,Q4,Oct,2007/10/28,63.78,15053
2007,Q4,Oct,2007/10/29,60.06,14612
2007,Q4,Oct,2007/10/30,62.29,14638
2007,Q4,Oct,2007/10/31,61.34,14756
2007,Q4,Nov,2007/11/1,59.03,14402
2007,Q4,Nov,2007/11/2,61.76,15030
2007,Q4,Nov,2007/11/3,68.65,16866
2007,Q4,Nov,2007/11/4,63.14,15246
2007,Q4,Nov,2007/11/5,64.16,16396
2007,Q4,Nov,2007/11/6,64.06,15842
2007,Q4,Nov,2007/11/7,62.14,15746
2007,Q4,Nov,2007/11/8,63.37,16326
2007,Q4,Nov,2007/11/9,64.52,16132
2007,Q4,Nov,2007/11/10,71.65,17822
2007,Q4,Nov,2007/11/11,67.47,16047
2007,Q4,Nov,2007/11/12,60.88,16019
2007,Q4,Nov,2007/11/13,61.51,15379
2007,Q4,Nov,2007/11/14,63.73,15991
2007,Q4,Nov,2007/11/15,62.31,15786
2007,Q4,Nov,2007/11/16,65.22,16264
2007,Q4,Nov,2007/11/17,63.02,16591
2007,Q4,Nov,2007/11/18,64.63,14715
2007,Q4,Nov,2007/11/19,61.42,15553
2007,Q4,Nov,2007/11/20,59.01,15088
2007,Q4,Nov,2007/11/21,67.2,16172
2007,Q4,Nov,2007/11/22,63,16079
2007,Q4,Nov,2007/11/23,61.82,15952
2007,Q4,Nov,2007/11/24,64.66,16128
2007,Q4,Nov,2007/11/25,68.38,15824
2007,Q4,Nov,2007/11/26,63.36,16692
2007,Q4,Nov,2007/11/27,62.55,15630
2007,Q4,Nov,2007/11/28,65.48,17085
2007,Q4,Nov,2007/11/29,68.01,17502
2007,Q4,Nov,2007/11/30,90.81,24117
2007,Q4,Dec,2007/12/1,43.92,10910
2007,Q4,Dec,2007/12/2,65.16,16316
2007,Q4,Dec,2007/12/3,67.1,17499
2007,Q4,Dec,2007/12/4,65.55,16359
2007,Q4,Dec,2007/12/5,62.84,15409
2007,Q4,Dec,2007/12/6,64.36,15955
2007,Q4,Dec,2007/12/7,65.53,16547
2007,Q4,Dec,2007/12/8,73.07,17701
2007,Q4,Dec,2007/12/9,60.65,15186
2007,Q4,Dec,2007/12/10,60.64,15788
2007,Q4,Dec,2007/12/11,66.48,16614
2007,Q4,Dec,2007/12/12,65.41,16507
2007,Q4,Dec,2007/12/13,68.43,16899
2007,Q4,Dec,2007/12/14,68.61,17233
2007,Q4,Dec,2007/12/15,68.04,17949
2007,Q4,Dec,2007/12/16,67.83,16868
2007,Q4,Dec,2007/12/17,63.37,16909
2007,Q4,Dec,2007/12/18,66.5,16257
2007,Q4,Dec,2007/12/19,63.09,16245
2007,Q4,Dec,2007/12/20,65.59,16869
2007,Q4,Dec,2007/12/21,69.03,17304
2007,Q4,Dec,2007/12/22,64.43,18156
2007,Q4,Dec,2007/12/23,69.76,17236
2007,Q4,Dec,2007/12/24,63.58,16608
2007,Q4,Dec,2007/12/25,68.96,17617
2007,Q4,Dec,2007/12/26,69.38,17286
2007,Q4,Dec,2007/12/27,64.98,17097
2007,Q4,Dec,2007/12/28,68.62,16776
2007,Q4,Dec,2007/12/29,69.63,17887
2007,Q4,Dec,2007/12/30,97.93,25817
2007,Q4,Dec,2007/12/31,43.79,11642
2008,Q1,Jan,2008/1/1,76.96,18654
2008,Q1,Jan,2008/1/2,62.03,17081
2008,Q1,Jan,2008/1/3,62.88,16524
2008,Q1,Jan,2008/1/4,66.74,16956
2008,Q1,Jan,2008/1/5,74.46,17967
2008,Q1,Jan,2008/1/6,72.1,17613
2008,Q1,Jan,2008/1/7,70.27,17233
2008,Q1,Jan,2008/1/8,70.15,16628
2008,Q1,Jan,2008/1/9,64.22,15012
2008,Q1,Jan,2008/1/10,82.86,18483
2008,Q1,Jan,2008/1/11,76.21,17938
2008,Q1,Jan,2008/1/12,80.05,18714
2008,Q1,Jan,2008/1/13,74.85,16955
2008,Q1,Jan,2008/1/14,65.99,16296
2008,Q1,Jan,2008/1/15,40.37,15179
2008,Q1,Jan,2008/1/16,66.81,18225
2008,Q1,Jan,2008/1/17,77.92,18472
2008,Q1,Jan,2008/1/18,80.48,17946
2008,Q1,Jan,2008/1/19,41.75,15903
2008,Q1,Jan,2008/1/20,43.76,15698
2008,Q1,Jan,2008/1/21,63.32,17150
2008,Q1,Jan,2008/1/22,58.18,16270
2008,Q1,Jan,2008/1/23,64.87,15809
2008,Q1,Jan,2008/1/24,57.68,17083
2008,Q1,Jan,2008/1/25,58.02,16650
2008,Q1,Jan,2008/1/26,57.43,17352
2008,Q1,Jan,2008/1/27,49.39,16550
2008,Q1,Jan,2008/1/28,54.07,16982
2008,Q1,Jan,2008/1/29,47.45,16486
2008,Q1,Jan,2008/1/30,47.66,16824
2008,Q1,Jan,2008/1/31,68.96,19272
2008,Q1,Feb,2008/2/1,68.73,18617
2008,Q1,Feb,2008/2/2,63.46,20737
2008,Q1,Feb,2008/2/3,74.4,22902
2008,Q1,Feb,2008/2/4,77.33,26471
2008,Q1,Feb,2008/2/5,66.55,25495
2008,Q1,Feb,2008/2/6,45.39,18953
2008,Q1,Feb,2008/2/7,23.48,15166
2008,Q1,Feb,2008/2/8,33.63,19705
2008,Q1,Feb,2008/2/9,44.12,22182
2008,Q1,Feb,2008/2/10,47.54,21792
2008,Q1,Feb,2008/2/11,55.33,22056
2008,Q1,Feb,2008/2/12,86.46,28075
2008,Q1,Feb,2008/2/13,59.7,20153
2008,Q1,Feb,2008/2/14,61.93,20828
2008,Q1,Feb,2008/2/15,82.19,23619
2008,Q1,Feb,2008/2/16,83.71,23954
2008,Q1,Feb,2008/2/17,83.77,21443
2008,Q1,Feb,2008/2/18,81.14,20480
2008,Q1,Feb,2008/2/19,84.58,19477
2008,Q1,Feb,2008/2/20,81.37,18088
2008,Q1,Feb,2008/2/21,75.95,17437
2008,Q1,Feb,2008/2/22,80.14,19743
2008,Q1,Feb,2008/2/23,84.2,18880
2008,Q1,Feb,2008/2/24,77.25,18163
2008,Q1,Feb,2008/2/25,78.13,18080
2008,Q1,Feb,2008/2/26,75.35,16189
2008,Q1,Feb,2008/2/27,80.8,17495
2008,Q1,Feb,2008/2/28,76.94,17979
2008,Q1,Feb,2008/2/29,83.52,18397
2008,Q1,Mar,2008/3/1,81.06,18407
2008,Q1,Mar,2008/3/2,78.48,17661
2008,Q1,Mar,2008/3/3,74.53,17770
2008,Q1,Mar,2008/3/4,73.65,17397
2008,Q1,Mar,2008/3/5,77.7,17711
2008,Q1,Mar,2008/3/6,78.76,17761
2008,Q1,Mar,2008/3/7,79.61,17858
2008,Q1,Mar,2008/3/8,80.24,18312
2008,Q1,Mar,2008/3/9,76.32,16743
2008,Q1,Mar,2008/3/10,74.04,17052
2008,Q1,Mar,2008/3/11,77.15,18169
2008,Q1,Mar,2008/3/12,76.23,17689
2008,Q1,Mar,2008/3/13,73.6,16895
2008,Q1,Mar,2008/3/14,80.15,18574
2008,Q1,Mar,2008/3/15,78.24,18288
2008,Q1,Mar,2008/3/16,75.68,17013
2008,Q1,Mar,2008/3/17,74.24,17712
2008,Q1,Mar,2008/3/18,72.45,17216
2008,Q1,Mar,2008/3/19,74.62,17666
2008,Q1,Mar,2008/3/20,74.37,17376
2008,Q1,Mar,2008/3/21,74.84,17295
2008,Q1,Mar,2008/3/22,79.88,17583
2008,Q1,Mar,2008/3/23,76.87,17521
2008,Q1,Mar,2008/3/24,74.29,17773
2008,Q1,Mar,2008/3/25,72.18,17149
2008,Q1,Mar,2008/3/26,77.27,17320
2008,Q1,Mar,2008/3/27,80.49,17481
2008,Q1,Mar,2008/3/28,78.19,18006
2008,Q1,Mar,2008/3/29,77.17,18713
2008,Q1,Mar,2008/3/30,78.18,17114
2008,Q1,Mar,2008/3/31,74.48,17233
2008,Q2,Apr,2008/4/1,72.27,16947
2008,Q2,Apr,2008/4/2,77.04,18001
2008,Q2,Apr,2008/4/3,77.51,18848
2008,Q2,Apr,2008/4/4,93.17,24376
2008,Q2,Apr,2008/4/5,82.9,20593
2008,Q2,Apr,2008/4/6,81.6,20985
2008,Q2,Apr,2008/4/7,72.08,18921
2008,Q2,Apr,2008/4/8,70.67,17886
2008,Q2,Apr,2008/4/9,75.52,17907
2008,Q2,Apr,2008/4/10,78.62,18164
2008,Q2,Apr,2008/4/11,78.19,18256
2008,Q2,Apr,2008/4/12,80.42,18631
2008,Q2,Apr,2008/4/13,75.09,17548
2008,Q2,Apr,2008/4/14,75.26,17743
2008,Q2,Apr,2008/4/15,75.39,17165
2008,Q2,Apr,2008/4/16,76.18,18221
2008,Q2,Apr,2008/4/17,76.85,18236
2008,Q2,Apr,2008/4/18,80.71,19145
2008,Q2,Apr,2008/4/19,71.56,18379
2008,Q2,Apr,2008/4/20,85.5,18524
2008,Q2,Apr,2008/4/21,72.54,17229
2008,Q2,Apr,2008/4/22,69.41,16549
2008,Q2,Apr,2008/4/23,78.96,17349
2008,Q2,Apr,2008/4/24,81.73,18188
2008,Q2,Apr,2008/4/25,84.66,18316
2008,Q2,Apr,2008/4/26,88.49,19462
2008,Q2,Apr,2008/4/27,80.93,18253
2008,Q2,Apr,2008/4/28,79.05,18828
2008,Q2,Apr,2008/4/29,78.87,18639
2008,Q2,Apr,2008/4/30,85.76,20695
2008,Q2,May,2008/5/1,109.54,28771
2008,Q2,May,2008/5/2,83.32,22177
2008,Q2,May,2008/5/3,86.28,22728
2008,Q2,May,2008/5/4,80.92,20113
2008,Q2,May,2008/5/5,71.8,18210
2008,Q2,May,2008/5/6,74.93,18313
2008,Q2,May,2008/5/7,78.1,18823
2008,Q2,May,2008/5/8,79.09,18015
2008,Q2,May,2008/5/9,78.73,18176
2008,Q2,May,2008/5/10,85.38,19139
2008,Q2,May,2008/5/11,78.96,18139
2008,Q2,May,2008/5/12,77.2,18283
2008,Q2,May,2008/5/13,71.98,17887
2008,Q2,May,2008/5/14,67.68,15987
2008,Q2,May,2008/5/15,70.1,17163
2008,Q2,May,2008/5/16,75.22,18583
2008,Q2,May,2008/5/17,75.36,18795
2008,Q2,May,2008/5/18,73.71,18222
2008,Q2,May,2008/5/19,70.61,18045
2008,Q2,May,2008/5/20,74.22,18654
2008,Q2,May,2008/5/21,72.75,17603
2008,Q2,May,2008/5/22,72.59,17644
2008,Q2,May,2008/5/23,72.37,16842
2008,Q2,May,2008/5/24,79.57,18578
2008,Q2,May,2008/5/25,75.05,18347
2008,Q2,May,2008/5/26,70.71,18429
2008,Q2,May,2008/5/27,72.65,17348
2008,Q2,May,2008/5/28,73.9,17338
2008,Q2,May,2008/5/29,70.94,17694
2008,Q2,May,2008/5/30,72.47,16448
2008,Q2,May,2008/5/31,75.28,17949
2008,Q2,Jun,2008/6/1,73.93,17472
2008,Q2,Jun,2008/6/2,72.83,18313
2008,Q2,Jun,2008/6/3,73.9,18392
2008,Q2,Jun,2008/6/4,77.15,18148
2008,Q2,Jun,2008/6/5,75.67,18725
2008,Q2,Jun,2008/6/6,79.53,20131
2008,Q2,Jun,2008/6/7,85.01,21686
2008,Q2,Jun,2008/6/8,72.64,17741
2008,Q2,Jun,2008/6/9,69.15,18983
2008,Q2,Jun,2008/6/10,74.37,18464
2008,Q2,Jun,2008/6/11,67.66,18750
2008,Q2,Jun,2008/6/12,72.89,18361
2008,Q2,Jun,2008/6/13,77.94,18347
2008,Q2,Jun,2008/6/14,74.81,18176
2008,Q2,Jun,2008/6/15,72.8,16768
2008,Q2,Jun,2008/6/16,65.24,15468
2008,Q2,Jun,2008/6/17,74.4,17371
2008,Q2,Jun,2008/6/18,76.72,17980
2008,Q2,Jun,2008/6/19,78.49,18786
2008,Q2,Jun,2008/6/20,77.19,17689
2008,Q2,Jun,2008/6/21,79.35,17653
2008,Q2,Jun,2008/6/22,76.69,16550
2008,Q2,Jun,2008/6/23,71.79,17549
2008,Q2,Jun,2008/6/24,74.81,17790
2008,Q2,Jun,2008/6/25,77.97,18480
2008,Q2,Jun,2008/6/26,77.84,18469
2008,Q2,Jun,2008/6/27,76.32,18080
2008,Q2,Jun,2008/6/28,83.09,19472
2008,Q2,Jun,2008/6/29,82.92,19377
2008,Q2,Jun,2008/6/30,75.23,18895
2008,Q3,Jul,2008/7/1,77.4,18236
2008,Q3,Jul,2008/7/2,75.85,18531
2008,Q3,Jul,2008/7/3,82.13,19416
2008,Q3,Jul,2008/7/4,82.8,19305
2008,Q3,Jul,2008/7/5,84.46,20641
2008,Q3,Jul,2008/7/6,81.57,19142
2008,Q3,Jul,2008/7/7,83.3,19302
2008,Q3,Jul,2008/7/8,80.74,19061
2008,Q3,Jul,2008/7/9,80.55,18860
2008,Q3,Jul,2008/7/10,80.78,19356
2008,Q3,Jul,2008/7/11,83.18,19231
2008,Q3,Jul,2008/7/12,93.49,20650
2008,Q3,Jul,2008/7/13,85.21,19139
2008,Q3,Jul,2008/7/14,82.66,20072
2008,Q3,Jul,2008/7/15,80.06,18473
2008,Q3,Jul,2008/7/16,77.55,18080
2008,Q3,Jul,2008/7/17,82.21,18448
2008,Q3,Jul,2008/7/18,84.15,18758
2008,Q3,Jul,2008/7/19,87.4,20948
2008,Q3,Jul,2008/7/20,84.33,20124
2008,Q3,Jul,2008/7/21,79.37,19058
2008,Q3,Jul,2008/7/22,77.14,17859
2008,Q3,Jul,2008/7/23,75.53,17423
2008,Q3,Jul,2008/7/24,76.9,18330
2008,Q3,Jul,2008/7/25,82.2,18819
2008,Q3,Jul,2008/7/26,90.02,21470
2008,Q3,Jul,2008/7/27,86.1,19845
2008,Q3,Jul,2008/7/28,78.95,19283
2008,Q3,Jul,2008/7/29,79.7,18263
2008,Q3,Jul,2008/7/30,79.4,18512
2008,Q3,Jul,2008/7/31,79.83,18393
2008,Q3,Aug,2008/8/1,81.32,18912
2008,Q3,Aug,2008/8/2,90.14,21161
2008,Q3,Aug,2008/8/3,84.4,20104
2008,Q3,Aug,2008/8/4,80.15,19415
2008,Q3,Aug,2008/8/5,76.07,18232
2008,Q3,Aug,2008/8/6,78.27,17810
2008,Q3,Aug,2008/8/7,79.73,18721
2008,Q3,Aug,2008/8/8,80.67,19383
2008,Q3,Aug,2008/8/9,76.99,18823
2008,Q3,Aug,2008/8/10,78.78,18619
2008,Q3,Aug,2008/8/11,77.38,18365
2008,Q3,Aug,2008/8/12,76.25,18466
2008,Q3,Aug,2008/8/13,78.32,18326
2008,Q3,Aug,2008/8/14,76.54,18063
2008,Q3,Aug,2008/8/15,82.15,18183
2008,Q3,Aug,2008/8/16,86.02,19464
2008,Q3,Aug,2008/8/17,79.25,18376
2008,Q3,Aug,2008/8/18,79.48,18766
2008,Q3,Aug,2008/8/19,75.84,18532
2008,Q3,Aug,2008/8/20,82.7,18848
2008,Q3,Aug,2008/8/21,82.76,18961
2008,Q3,Aug,2008/8/22,81.77,18738
2008,Q3,Aug,2008/8/23,91.77,21114
2008,Q3,Aug,2008/8/24,89.56,20785
2008,Q3,Aug,2008/8/25,83.1,19540
2008,Q3,Aug,2008/8/26,78.93,18513
2008,Q3,Aug,2008/8/27,82.96,19580
2008,Q3,Aug,2008/8/28,80.6,18990
2008,Q3,Aug,2008/8/29,86.05,19522
2008,Q3,Aug,2008/8/30,85.95,19403
2008,Q3,Aug,2008/8/31,78.65,17682
2008,Q3,Sep,2008/9/1,74.08,17901
2008,Q3,Sep,2008/9/2,75.66,17665
2008,Q3,Sep,2008/9/3,76.25,17472
2008,Q3,Sep,2008/9/4,81.1,17591
2008,Q3,Sep,2008/9/5,79.5,18376
2008,Q3,Sep,2008/9/6,87.9,19611
2008,Q3,Sep,2008/9/7,77.48,17753
2008,Q3,Sep,2008/9/8,76.92,18608
2008,Q3,Sep,2008/9/9,82.72,19217
2008,Q3,Sep,2008/9/10,81.93,19502
2008,Q3,Sep,2008/9/11,83.68,19580
2008,Q3,Sep,2008/9/12,87.05,19956
2008,Q3,Sep,2008/9/13,98.49,23332
2008,Q3,Sep,2008/9/14,82.81,19693
2008,Q3,Sep,2008/9/15,75.43,19309
2008,Q3,Sep,2008/9/16,80.28,18804
2008,Q3,Sep,2008/9/17,73.94,18076
2008,Q3,Sep,2008/9/18,79.89,18486
2008,Q3,Sep,2008/9/19,85.17,19390
2008,Q3,Sep,2008/9/20,87.2,19574
2008,Q3,Sep,2008/9/21,83.16,18450
2008,Q3,Sep,2008/9/22,79.65,18737
2008,Q3,Sep,2008/9/23,81,18438
2008,Q3,Sep,2008/9/24,84.59,19197
2008,Q3,Sep,2008/9/25,79.66,18577
2008,Q3,Sep,2008/9/26,84.12,18959
2008,Q3,Sep,2008/9/27,110.26,25396
2008,Q3,Sep,2008/9/28,62.04,14672
2008,Q3,Sep,2008/9/29,124.41,32204
2008,Q3,Sep,2008/9/30,114.38,27426
2008,Q4,Oct,2008/10/1,99.81,27223
2008,Q4,Oct,2008/10/2,91.61,26417
2008,Q4,Oct,2008/10/3,95.04,25679
2008,Q4,Oct,2008/10/4,94.26,25155
2008,Q4,Oct,2008/10/5,95.81,25749
2008,Q4,Oct,2008/10/6,73.33,18966
2008,Q4,Oct,2008/10/7,73.47,18522
2008,Q4,Oct,2008/10/8,77.29,18129
2008,Q4,Oct,2008/10/9,77.45,18424
2008,Q4,Oct,2008/10/10,83.67,19264
2008,Q4,Oct,2008/10/11,83.49,18436
2008,Q4,Oct,2008/10/12,79.7,17045
2008,Q4,Oct,2008/10/13,77.92,17702
2008,Q4,Oct,2008/10/14,78.33,17957
2008,Q4,Oct,2008/10/15,79.21,18789
